名前,フォルム,名前(フォルム),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サルノリ,,サルノリ,基本,基本,Lv.6,Lv.8,Lv.12,Lv.17,Lv.20,Lv.24,Lv.28,Lv.32,Lv.36,マシン00,マシン01,マシン10,マシン11,マシン12,マシン16,マシン21,マシン24,マシン25,マシン28,マシン31,マシン34,マシン39,マシン40,マシン56,マシン58,マシン59,マシン63,マシン76,マシン78,マシン94,レコ.00,レコ.07,レコ.13,レコ.20,レコ.26,レコ.27,レコ.35,レコ.37,レコ.65,レコ.77,レコ.85,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,鎧の孤島,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サニーゴ,ガラルのすがた,サニーゴ(ガラルのすがた),基本,基本,Lv.5,Lv.10,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,Lv.50,Lv.55,マシン15,マシン16,マシン17,マシン18,マシン19,マシン20,マシン21,マシン22,マシン24,マシン25,マシン27,マシン28,マシン31,マシン32,マシン33,マシン34,マシン35,マシン36,マシン38,マシン39,マシン48,マシン51,マシン54,マシン55,マシン76,マシン77,マシン81,マシン98,レコ.01,レコ.03,レコ.04,レコ.05,レコ.06,レコ.10,レコ.11,レコ.17,レコ.20,レコ.26,レコ.27,レコ.33,レコ.46,レコ.49,レコ.63,レコ.67,レコ.75,レコ.76,レコ.84,レコ.95,レコ.98,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,たいあたり,かたくなる,おどろかす,かなしばり,うらみ,げんしのちから,たたりめ,のろい,ちからをすいとる,パワージェム,ナイトヘッド,おんねん,ミラーコート,あなをほる,いやなおと,ひかりのかべ,リフレクター,しんぴのまもり,じばく,ねむる,いわなだれ,いびき,まもる,こごえるかぜ,ギガドレイン,メロメロ,すなあらし,あまごい,にほんばれ,あられ,うずしお,おにび,からげんき,がんせきふうじ,つららばり,ロックブラスト,しおみず,りんしょう,たたりめ,じならし,じだんだ,のしかかり,ハイドロポンプ,なみのり,れいとうビーム,ふぶき,じしん,サイコキネシス,ドわすれ,みがわり,こらえる,ねごと,シャドーボール,てっぺき,めいそう,パワージェム,だいちのちから,ストーンエッジ,ステルスロック,ねっとう,じごくづき,アクアブレイク,あやしいひかり,くろいきり,みちづれ,しぜんのちから,みずのはどう,もろはのずつき,メテオビーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サニゴーン,,サニゴーン,基本,基本,基本,基本,基本,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,Lv.50,Lv.55,マシン07,マシン08,マシン09,マシン15,マシン16,マシン17,マシン18,マシン19,マシン20,マシン21,マシン22,マシン24,マシン25,マシン27,マシン28,マシン31,マシン32,マシン33,マシン34,マシン35,マシン36,マシン38,マシン39,マシン42,マシン48,マシン51,マシン54,マシン55,マシン76,マシン77,マシン81,マシン98,レコ.01,レコ.03,レコ.04,レコ.05,レコ.06,レコ.10,レコ.11,レコ.17,レコ.18,レコ.20,レコ.26,レコ.27,レコ.33,レコ.46,レコ.49,レコ.63,レコ.67,レコ.75,レコ.76,レコ.84,レコ.95,レコ.98,遺伝,遺伝,遺伝,遺伝,遺伝,遺伝,鎧の孤島,鎧の孤島,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ほろびのうた,たいあたり,かたくなる,おどろかす,かなしばり,うらみ,げんしのちから,たたりめ,のろい,ちからをすいとる,パワージェム,ナイトヘッド,おんねん,ミラーコート,ミサイルばり,はかいこうせん,ギガインパクト,あなをほる,いやなおと,ひかりのかべ,リフレクター,しんぴのまもり,じばく,ねむる,いわなだれ,いびき,まもる,こごえるかぜ,ギガドレイン,メロメロ,すなあらし,あまごい,にほんばれ,あられ,うずしお,おにび,からげんき,リベンジ,がんせきふうじ,つららばり,ロックブラスト,しおみず,りんしょう,たたりめ,じならし,じだんだ,のしかかり,ハイドロポンプ,なみのり,れいとうビーム,ふぶき,じしん,サイコキネシス,ドわすれ,きゅうけつ,みがわり,こらえる,ねごと,シャドーボール,てっぺき,めいそう,パワージェム,だいちのちから,ストーンエッジ,ステルスロック,ねっとう,じごくづき,アクアブレイク,あやしいひかり,くろいきり,みちづれ,しぜんのちから,みずのはどう,もろはのずつき,メテオビーム,しっとのほのお,ポルターガイスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベロバー,,ベロバー,基本,基本,Lv.4,Lv.8,Lv.12,Lv.16,Lv.20,Lv.24,Lv.28,Lv.33,Lv.36,Lv.40,Lv.44,マシン00,マシン01,マシン14,マシン21,マシン23,マシン24,マシン25,マシン31,マシン39,マシン42,マシン47,マシン58,マシン63,マシン76,マシン79,マシン87,レコ.07,レコ.14,レコ.18,レコ.20,レコ.26,レコ.27,レコ.35,レコ.37,レコ.38,レコ.58,レコ.68,レコ.81,レコ.90,レコ.92,鎧の孤島,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ねこだまし,ないしょばなし,かみつく,おだてる,うそなき,ダメおし,いばる,ふいうち,いちゃもん,あくのはどう,わるだくみ,じゃれつく,イカサマ,メガトンパンチ,メガトンキック,でんじは,ねむる,どろぼう,いびき,まもる,メロメロ,からげんき,リベンジ,うそなき,ダメおし,ドレインパンチ,りんしょう,かたきうち,ドレインキッス,けたぐり,ゆびをふる,きゅうけつ,みがわり,こらえる,ねごと,さわぐ,ちょうはつ,トリック,あくのはどう,わるだくみ,イカサマ,じゃれつく,マジカルシャイン,しっとのほのお,うっぷんばらし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギモー,,ギモー,進化時,基本,基本,基本,基本,基本,Lv.12,Lv.16,Lv.20,Lv.24,Lv.28,Lv.35,Lv.40,Lv.46,Lv.52,マシン00,マシン01,マシン14,マシン17,マシン18,マシン21,マシン23,マシン24,マシン25,マシン31,マシン39,マシン42,マシン47,マシン58,マシン63,マシン65,マシン76,マシン79,マシン87,レコ.07,レコ.14,レコ.18,レコ.20,レコ.26,レコ.27,レコ.35,レコ.37,レコ.38,レコ.58,レコ.68,レコ.81,レコ.90,レコ.92,レコ.95,鎧の孤島,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,どげざつき,どげざつき,ねこだまし,ないしょばなし,かみつく,おだてる,うそなき,ダメおし,いばる,ふいうち,いちゃもん,あくのはどう,わるだくみ,じゃれつく,イカサマ,メガトンパンチ,メガトンキック,でんじは,ひかりのかべ,リフレクター,ねむる,どろぼう,いびき,まもる,メロメロ,からげんき,リベンジ,うそなき,ダメおし,ドレインパンチ,シャドークロー,りんしょう,かたきうち,ドレインキッス,けたぐり,ゆびをふる,きゅうけつ,みがわり,こらえる,ねごと,さわぐ,ちょうはつ,トリック,あくのはどう,わるだくみ,イカサマ,じゃれつく,マジカルシャイン,じごくづき,しっとのほのお,うっぷんばらし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オーロンゲ,,オーロンゲ,進化時,基本,基本,基本,基本,基本,基本,基本,基本,Lv.12,Lv.16,Lv.20,Lv.24,Lv.28,Lv.35,Lv.40,Lv.48,Lv.56,Lv.64,マシン00,マシン01,マシン03,マシン04,マシン05,マシン08,マシン09,マシン14,マシン17,マシン18,マシン21,マシン23,マシン24,マシン25,マシン26,マシン31,マシン39,マシン42,マシン43,マシン47,マシン58,マシン60,マシン63,マシン65,マシン71,マシン75,マシン76,マシン79,マシン87,マシン98,レコ.01,レコ.07,レコ.13,レコ.14,レコ.18,レコ.20,レコ.26,レコ.27,レコ.32,レコ.35,レコ.37,レコ.38,レコ.39,レコ.48,レコ.58,レコ.64,レコ.68,レコ.72,レコ.81,レコ.90,レコ.92,レコ.93,レコ.95,レコ.99,鎧の孤島,鎧の孤島,キョ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ソウルクラッシュ,ソウルクラッシュ,どげざつき,ビルドアップ,グロウパンチ,ねこだまし,ないしょばなし,かみつく,おだてる,うそなき,ダメおし,いばる,ふいうち,いちゃもん,あくのはどう,わるだくみ,じゃれつく,イカサマ,アームハンマー,メガトンパンチ,メガトンキック,ほのおのパンチ,れいとうパンチ,かみなりパンチ,はかいこうせん,ギガインパクト,でんじは,ひかりのかべ,リフレクター,ねむる,どろぼう,いびき,まもる,こわいかお,メロメロ,からげんき,リベンジ,かわらわり,うそなき,ダメおし,パワースワップ,ドレインパンチ,シャドークロー,ワンダールーム,ローキック,りんしょう,かたきうち,ドレインキッス,じだんだ,のしかかり,けたぐり,きあいだめ,ゆびをふる,きゅうけつ,みがわり,こらえる,ねごと,かみくだく,さわぐ,ちょうはつ,トリック,ばかぢから,ビルドアップ,あくのはどう,きあいだま,わるだくみ,パワーウィップ,イカサマ,じゃれつく,マジカルシャイン,DDラリアット,じごくづき,ボディプレス,しっとのほのお,うっぷんばらし,キョダイスイマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミブリム,,ミブリム,基本,基本,Lv.5,Lv.10,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,マシン10,マシン14,マシン17,マシン19,マシン21,マシン24,マシン25,マシン28,マシン29,マシン31,マシン39,マシン41,マシン44,マシン76,マシン87,マシン92,レコ.11,レコ.20,レコ.25,レコ.26,レコ.27,レコ.29,レコ.40,レコ.49,レコ.58,レコ.82,レコ.90,レコ.92,遺伝,遺伝,遺伝,遺伝,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ねんりき,なかよくする,いのちのしずく,チャームボイス,アロマセラピー,サイケこうせん,いやしのはどう,マジカルシャイン,めいそう,サイコキネシス,いやしのねがい,マジカルリーフ,でんじは,ひかりのかべ,しんぴのまもり,ねむる,いびき,まもる,ギガドレイン,あまえる,メロメロ,からげんき,てだすけ,ふういん,りんしょう,ドレインキッス,マジカルフレイム,サイコキネシス,みがわり,サイコショック,こらえる,ねごと,バトンタッチ,スキルスワップ,めいそう,あくのはどう,アシストパワー,じゃれつく,マジカルシャイン,おさきにどうぞ,さきおくり,ほっぺすりすり,アロマミスト,ワイドフォース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テブリム,,テブリム,進化時,基本,基本,基本,基本,基本,Lv.15,Lv.20,Lv.25,Lv.30,Lv.37,Lv.44,Lv.51,マシン10,マシン14,マシン17,マシン19,マシン21,マシン24,マシン25,マシン28,マシン29,マシン31,マシン39,マシン41,マシン44,マシン76,マシン87,マシン92,マシン97,レコ.11,レコ.20,レコ.25,レコ.26,レコ.27,レコ.29,レコ.40,レコ.49,レコ.58,レコ.82,レコ.90,レコ.92,遺伝,遺伝,遺伝,遺伝,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ぶんまわす,ぶんまわす,ねんりき,なかよくする,いのちのしずく,チャームボイス,アロマセラピー,サイケこうせん,いやしのはどう,マジカルシャイン,めいそう,サイコキネシス,いやしのねがい,マジカルリーフ,でんじは,ひかりのかべ,しんぴのまもり,ねむる,いびき,まもる,ギガドレイン,あまえる,メロメロ,からげんき,てだすけ,ふういん,りんしょう,ドレインキッス,マジカルフレイム,ぶんまわす,サイコキネシス,みがわり,サイコショック,こらえる,ねごと,バトンタッチ,スキルスワップ,めいそう,あくのはどう,アシストパワー,じゃれつく,マジカルシャイン,おさきにどうぞ,さきおくり,ほっぺすりすり,アロマミスト,ワイドフォース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ブリムオン,,ブリムオン,進化時,基本,基本,基本,基本,基本,基本,Lv.15,Lv.20,Lv.25,Lv.30,Lv.37,Lv.46,Lv.55,Lv.64,マシン08,マシン09,マシン10,マシン14,マシン17,マシン19,マシン21,マシン24,マシン25,マシン28,マシン29,マシン31,マシン39,マシン41,マシン44,マシン60,マシン61,マシン65,マシン69,マシン70,マシン71,マシン72,マシン76,マシン87,マシン92,マシン97,レコ.00,レコ.11,レコ.20,レコ.25,レコ.26,レコ.27,レコ.29,レコ.33,レコ.34,レコ.40,レコ.49,レコ.58,レコ.72,レコ.82,レコ.90,レコ.92,遺伝,遺伝,遺伝,遺伝,鎧の孤島,鎧の孤島,キョ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,サイコカッター,サイコカッター,ぶんまわす,ねんりき,なかよくする,いのちのしずく,チャームボイス,アロマセラピー,サイケこうせん,いやしのはどう,マジカルシャイン,めいそう,サイコキネシス,いやしのねがい,まほうのこな,はかいこうせん,ギガインパクト,マジカルリーフ,でんじは,ひかりのかべ,しんぴのまもり,ねむる,いびき,まもる,ギガドレイン,あまえる,メロメロ,からげんき,てだすけ,ふういん,パワースワップ,ガードスワップ,シャドークロー,サイコカッター,トリックルーム,ワンダールーム,マジックルーム,りんしょう,ドレインキッス,マジカルフレイム,ぶんまわす,つるぎのまい,サイコキネシス,みがわり,サイコショック,こらえる,ねごと,バトンタッチ,シャドーボール,みらいよち,スキルスワップ,めいそう,あくのはどう,パワーウィップ,アシストパワー,じゃれつく,マジカルシャイン,おさきにどうぞ,さきおくり,ほっぺすりすり,アロマミスト,ワイドフォース,ミストバースト,キョダイテンバツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヤトウモリ,,ヤトウモリ,基本,基本,Lv.5,Lv.10,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,Lv.50,Lv.55,Lv.60,マシン14,マシン21,マシン23,マシン24,マシン25,マシン31,マシン37,マシン38,マシン39,マシン40,マシン41,マシン57,マシン59,マシン65,マシン74,マシン76,レコ.02,レコ.15,レコ.18,レコ.20,レコ.22,レコ.26,レコ.27,レコ.31,レコ.36,レコ.37,レコ.43,レコ.47,レコ.57,レコ.62,レコ.68,レコ.73,レコ.78,レコ.81,レコ.91,遺伝,遺伝,遺伝,遺伝,鎧の孤島,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ひっかく,どくガス,スモッグ,ひのこ,どくどくのキバ,あまいかおり,わるだくみ,やきつくす,ベノムショック,りゅうのはどう,ベノムトラップ,かえんほうしゃ,どくどく,がむしゃら,でんじは,ねむる,どろぼう,いびき,まもる,メロメロ,ふくろだたき,おにび,からげんき,スピードスター,てだすけ,しっぺがえし,なげつける,シャドークロー,ベノムショック,りんしょう,かえんほうしゃ,だいもんじ,きゅうけつ,みがわり,ヘドロばくだん,こらえる,ねごと,アイアンテール,ねっぷう,ちょうはつ,オーバーヒート,ドラゴンクロー,どくづき,りゅうのはどう,わるだくみ,ダストシュート,ヘドロウェーブ,イカサマ,ベノムトラップ,すなかけ,どろかけ,ねこだまし,ゲップ,スケイルショット,はいよるいちげき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エンニュート,,エンニュート,進化時,基本,基本,基本,基本,基本,基本,基本,基本,基本,基本,基本,基本,Lv.15,Lv.20,Lv.25,Lv.30,Lv.37,Lv.44,Lv.51,Lv.58,Lv.65,マシン14,マシン21,マシン23,マシン24,マシン25,マシン31,マシン37,マシン38,マシン39,マシン40,マシン41,マシン47,マシン57,マシン59,マシン65,マシン73,マシン74,マシン76,マシン78,マシン99,レコ.02,レコ.15,レコ.18,レコ.20,レコ.22,レコ.26,レコ.27,レコ.30,レコ.31,レコ.36,レコ.37,レコ.43,レコ.47,レコ.51,レコ.55,レコ.57,レコ.62,レコ.68,レコ.73,レコ.78,レコ.81,レコ.91,遺伝,遺伝,遺伝,遺伝,鎧の孤島,鎧の孤島,鎧の孤島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ほのおのムチ,かなしばり,アンコール,いちゃもん,いばる,はたく,どくガス,ひのこ,ほのおのムチ,はたきおとす,ひっかく,がむしゃら,スモッグ,どくどくのキバ,あまいかおり,わるだくみ,やきつくす,ベノムショック,りゅうのはどう,ベノムトラップ,かえんほうしゃ,どくどく,でんじは,ねむる,どろぼう,いびき,まもる,メロメロ,ふくろだたき,おにび,からげんき,スピードスター,てだすけ,うそなき,しっぺがえし,なげつける,シャドークロー,クロスポイズン,ベノムショック,りんしょう,アクロバット,ワイドブレイカー,かえんほうしゃ,だいもんじ,きゅうけつ,みがわり,ヘドロばくだん,こらえる,ねごと,アンコール,アイアンテール,ねっぷう,ちょうはつ,オーバーヒート,ドラゴンクロー,りゅうのまい,フレアドライブ,どくづき,りゅうのはどう,わるだくみ,ダストシュート,ヘドロウェーブ,イカサマ,ベノムトラップ,すなかけ,どろかけ,ねこだまし,ゲップ,スケイルショット,はいよるいちげき,ふしょくガス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コマタナ,,コマタナ,基本,基本,Lv.5,Lv.10,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,Lv.50,Lv.55,Lv.60,Lv.65,マシン14,マシン15,マシン16,マシン21,マシン23,マシン24,マシン25,マシン26,マシン31,マシン32,マシン33,マシン37,マシン39,マシン42,マシン43,マシン48,マシン57,マシン58,マシン59,マシン65,マシン69,マシン75,マシン76,マシン79,マシン85,マシン94,レコ.00,レコ.07,レコ.20,レコ.26,レコ.27,レコ.37,レコ.46,レコ.57,レコ.58,レコ.60,レコ.74,レコ.76,レコ.77,レコ.81,遺伝,遺伝,遺伝,遺伝,鎧の孤島,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ひっかく,にらみつける,れんぞくぎり,メタルクロー,いちゃもん,こわいかお,ダメおし,きんぞくおん,きりさく,つじぎり,てっぺき,とぎすます,アイアンヘッド,つるぎのまい,ハサミギロチン,でんじは,あなをほる,いやなおと,ねむる,どろぼう,いびき,まもる,こわいかお,メロメロ,すなあらし,あまごい,ふくろだたき,からげんき,リベンジ,かわらわり,がんせきふうじ,しっぺがえし,ダメおし,なげつける,シャドークロー,サイコカッター,ローキック,りんしょう,かたきうち,バークアウト,みねうち,つるぎのまい,けたぐり,みがわり,こらえる,ねごと,ちょうはつ,てっぺき,どくづき,あくのはどう,シザークロス,アイアンヘッド,ステルスロック,くさむすび,イカサマ,ずつき,くろいまなざし,ふいうち,ファストガード,うっぷんばらし,てっていこうせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キリキザン,,キリキザン,基本,基本,基本,基本,基本,Lv.15,Lv.20,Lv.25,Lv.30,Lv.35,Lv.40,Lv.45,Lv.50,Lv.57,Lv.64,Lv.71,マシン08,マシン09,マシン14,マシン15,マシン16,マシン21,マシン23,マシン24,マシン25,マシン26,マシン31,マシン32,マシン33,マシン37,マシン39,マシン42,マシン43,マシン48,マシン57,マシン58,マシン59,マシン65,マシン69,マシン75,マシン76,マシン79,マシン85,マシン94,マシン95,レコ.00,レコ.07,レコ.20,レコ.26,レコ.27,レコ.37,レコ.46,レコ.57,レコ.58,レコ.60,レコ.64,レコ.74,レコ.75,レコ.76,レコ.77,レコ.81,レコ.95,遺伝,遺伝,遺伝,遺伝,鎧の孤島,教え技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,メタルバースト,ひっかく,にらみつける,れんぞくぎり,メタルクロー,いちゃもん,こわいかお,ダメおし,きんぞくおん,きりさく,つじぎり,てっぺき,とぎすます,アイアンヘッド,つるぎのまい,ハサミギロチン,はかいこうせん,ギガインパクト,でんじは,あなをほる,いやなおと,ねむる,どろぼう,いびき,まもる,こわいかお,メロメロ,すなあらし,あまごい,ふくろだたき,からげんき,リベンジ,かわらわり,がんせきふうじ,しっぺがえし,ダメおし,なげつける,シャドークロー,サイコカッター,ローキック,りんしょう,かたきうち,バークアウト,みねうち,エアスラッシュ,つるぎのまい,けたぐり,みがわり,こらえる,ねごと,ちょうはつ,てっぺき,どくづき,あくのはどう,シザークロス,きあいだま,アイアンヘッド,ストーンエッジ,ステルスロック,くさむすび,イカサマ,じごくづき,ずつき,くろいまなざし,ふいうち,ファストガード,うっぷんばらし,てっていこうせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
